id_reverberation_post;author;text;date_reverberation;favourites;retweets;local;sentiment
1415001614369308675;sindppdrs;RT @SalveSeusDados: As privatizações de #Serpro e #Dataprev estão sendo questionadas pelo Tribunal de Contas da União (TCU). Além disso, o…;2021-07-13;0;14;Porto Alegre (RS);-1
1414997526764265472;prenass;"RT @grupocdd: COUTINHO, Diogo R (2021). Desafios jurídicos e regulatórios da privatização do SERPRO [PDF; 1.193 KB; 32 pp.]. Texto de Discu…";2021-07-13;0;2;Brasília, DF;-1
1414997094662803459;grupocdd;"""uma eventual privatização do Serpro não poderá prescindir de uma discussão preparatória de naturezas jurídica, reg… https://t.co/EPw7IhvPfF";2021-07-13;1;0;Brasília;-1
1414996242950725635;tecnohourlinks;"""Privatização do Serpro traz riscos a dados de brasileiros, diz pesquisador | Brasil | Tecnoblog... (https://t.co/x28p0e3O83"" #tecnohour";2021-07-13;1;1;;-1
1414995796211159042;grupocdd;"COUTINHO, Diogo R (2021). Desafios jurídicos e regulatórios da privatização do SERPRO [PDF; 1.193 KB; 32 pp.]. Text… https://t.co/reDk2UKINL";2021-07-13;3;2;Brasília;-1
1414995453503057920;EscritoSocial;Privatização do Serpro traz riscos a dados de brasileiros, diz pesquisador https://t.co/E5KDC7IO5Y https://t.co/FsEd6wtWuv;2021-07-13;1;1;Natal, Rio Grande do Norte;-1
1414993753845243904;babstecno;Privatização do Serpro traz riscos a dados de brasileiros, diz pesquisador | Brasil | Tecnoblog... (https://t.co/fP7Mpcf6Dm);2021-07-13;1;1;;-1
1414992282609197056;SeixasRaul1;RT @Tecnoblog: Privatização do Serpro traz riscos a dados de brasileiros, diz pesquisador https://t.co/Nh3Ajzxf1O;2021-07-13;0;7;;-1
1414992049313619973;yonnikat_;RT @Tecnoblog: Privatização do Serpro traz riscos a dados de brasileiros, diz pesquisador https://t.co/Nh3Ajzxf1O;2021-07-13;0;7;Brasil;-1
1414991585352237058;EudesRJ;RT @Tecnoblog: Privatização do Serpro traz riscos a dados de brasileiros, diz pesquisador https://t.co/Nh3Ajzxf1O;2021-07-13;0;7;RJ, Brasil ;-1
1414990935382007808;haleboppcomet;@Tecnoblog Privatização de SERPRO e DataPrev nem deveria estar em discussão.;2021-07-13;5;0;;-1
1414989987536310272;diego_lplp;RT @Tecnoblog: Privatização do Serpro traz riscos a dados de brasileiros, diz pesquisador https://t.co/Nh3Ajzxf1O;2021-07-13;0;7;;-1
1414989788919308298;Pedrohsp13;RT @Tecnoblog: Privatização do Serpro traz riscos a dados de brasileiros, diz pesquisador https://t.co/Nh3Ajzxf1O;2021-07-13;0;7;Brasilia;-1
1414988850980696064;Tecnoblog;Privatização do Serpro traz riscos a dados de brasileiros, diz pesquisador https://t.co/Nh3Ajzxf1O;2021-07-13;41;7;Brasil;-1
1414988095934668814;wsdireito;RT @SalveSeusDados: As privatizações de #Serpro e #Dataprev estão sendo questionadas pelo Tribunal de Contas da União (TCU). Além disso, o…;2021-07-13;0;14;Campina, Belém;-1
1414987743948595201;ClariceBinda;RT @DataPrivacyBr: Além de mostrar como o governo ainda não apresentou justificativas robustas para privatizar o Serpro, Diogo Coutinho exp…;2021-07-13;0;7;Lisbon, Portugal;-1
1414986664104050692;SERPRO;Privacidade Digital do Cidadão | #PDC auxilia no cumprimento das obrigações referentes ao tratamento de dados pesso… https://t.co/yB08AFCkzz;2021-07-13;10;3;Brasil;-1
1414979887132205061;HMedeiros;RT @ddoneda: O estudo de Diogo Coutinho para o @DataPrivacyBr toca em vários pontos sensíveis da utilização temerária de dados pessoais pel…;2021-07-13;0;14;São Paulo;-1
1414975856670281730;R0B0organico;@SERPRO e com uma novidade excelente seus dados compartilhados com o pcch atraves da empresa espia huawei!;2021-07-13;0;0;;-1
1414970013405130758;o_Erison;RT @SalveSeusDados: As privatizações de #Serpro e #Dataprev estão sendo questionadas pelo Tribunal de Contas da União (TCU). Além disso, o…;2021-07-13;0;14;Brasil;-1
1414969201937244160;CardosodeVeras;"RT @fdcveras: ZEimpunidadeRO: JFRN DPU DATAPREV : https://t.co/XwavPyt0Jn
@MinCidadania @DPUnacional RN Mossoró @justicafederal RN Mossoró…";2021-07-13;0;3;Mossoró-RN, Brasil;-1
1414969050619420678;cardosveras2016;"RT @fdcveras: ZEimpunidadeRO: JFRN DPU DATAPREV : https://t.co/XwavPyt0Jn
@MinCidadania @DPUnacional RN Mossoró @justicafederal RN Mossoró…";2021-07-13;0;3;Mossoró, RN - Brasil;-1
1414968900379455488;ZEimpunidadeRO;"RT @fdcveras: ZEimpunidadeRO: JFRN DPU DATAPREV : https://t.co/XwavPyt0Jn
@MinCidadania @DPUnacional RN Mossoró @justicafederal RN Mossoró…";2021-07-13;0;3;Mossoró, Brasil;-1
1414968567523577862;fdcveras;"ZEimpunidadeRO: JFRN DPU DATAPREV : https://t.co/XwavPyt0Jn
@MinCidadania @DPUnacional RN Mossoró @justicafederal R… https://t.co/NSKfWzci77";2021-07-13;4;3;Brasil RN mossoró;-1
1414967812800630784;ferraz_antonio;"RT @SalveSeusDados: O trabalho do #Serpro e da #Dataprev é reconhecido em premiações. 

Esses apps concorrem ao prêmio IBEST:

-Carteira de…";2021-07-13;0;7;;-1
1414967606134648835;RMCholewa;Venda do #Serpro traz insegurança jurídica e uso indevido de dados https://t.co/Y6P2OYo6gp;2021-07-13;1;0;Brasil;-1
1414966811075006466;44gzl3s;RT @ddoneda: O estudo de Diogo Coutinho para o @DataPrivacyBr toca em vários pontos sensíveis da utilização temerária de dados pessoais pel…;2021-07-13;0;14;Brasília, Brasil;-1
1414966027876712449;fPortask;RT @DataPrivacyBr: A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da Priv…;2021-07-13;0;21;São Paulo, Brasil;-1
1414965833126793225;efraimneto;RT @SalveSeusDados: As privatizações de #Serpro e #Dataprev estão sendo questionadas pelo Tribunal de Contas da União (TCU). Além disso, o…;2021-07-13;0;14;Brasília;-1
1414965124755038214;ThiagoMendanha;RT @SalveSeusDados: As privatizações de #Serpro e #Dataprev estão sendo questionadas pelo Tribunal de Contas da União (TCU). Além disso, o…;2021-07-13;0;14;;-1
1414964952302030868;ferraz_antonio;RT @SalveSeusDados: As privatizações de #Serpro e #Dataprev estão sendo questionadas pelo Tribunal de Contas da União (TCU). Além disso, o…;2021-07-13;0;14;;-1
1414964458049445899;SalveSeusDados;As privatizações de #Serpro e #Dataprev estão sendo questionadas pelo Tribunal de Contas da União (TCU). Além disso… https://t.co/501UWCjDhf;2021-07-13;33;14;;-1
1414964159557611526;rafa_zanatta;RT @ddoneda: O estudo de Diogo Coutinho para o @DataPrivacyBr toca em vários pontos sensíveis da utilização temerária de dados pessoais pel…;2021-07-13;0;14;São Paulo, Brasil;-1
1414958750285373451;Te_Aranha;RT @ddoneda: O estudo de Diogo Coutinho para o @DataPrivacyBr toca em vários pontos sensíveis da utilização temerária de dados pessoais pel…;2021-07-13;0;14;Rio de Janeiro;-1
1414958520173318148;britocruz_;RT @ddoneda: O estudo de Diogo Coutinho para o @DataPrivacyBr toca em vários pontos sensíveis da utilização temerária de dados pessoais pel…;2021-07-13;0;14;;-1
1414951613328941066;GrillNandus;RT @SERPRO: Agora, 100% dos serviços ao cidadão prestados pela Procuradoria-Geral da Fazenda Nacional #PGFN são oferecidos no formato #digi…;2021-07-13;0;4;FORTALEZA - CEARÁ - BRASIL.;-1
1414950944320761859;MariaElienePei4;@SERPRO @DigitalGovBr Sendo usado para ajuda é bom mais na maioria das vezes é  para aproveitar das pessoas o que torna ruim.;2021-07-13;0;0;;-1
1414949364301172738;DigitalGovBr;RT @SERPRO: Agora, 100% dos serviços ao cidadão prestados pela Procuradoria-Geral da Fazenda Nacional #PGFN são oferecidos no formato #digi…;2021-07-13;0;4;Brasília, DF, Brasil;-1
1414945663419392007;o_lgpd;RT @ddoneda: O estudo de Diogo Coutinho para o @DataPrivacyBr toca em vários pontos sensíveis da utilização temerária de dados pessoais pel…;2021-07-13;0;14;;-1
1414943538551345158;fabiobolt;RT @ddoneda: O estudo de Diogo Coutinho para o @DataPrivacyBr toca em vários pontos sensíveis da utilização temerária de dados pessoais pel…;2021-07-13;0;14;;-1
1414941523536453634;boomartins;RT @ddoneda: O estudo de Diogo Coutinho para o @DataPrivacyBr toca em vários pontos sensíveis da utilização temerária de dados pessoais pel…;2021-07-13;0;14;All places are virtual places;-1
1414940312783446022;ThiagoShowza;RT @ddoneda: O estudo de Diogo Coutinho para o @DataPrivacyBr toca em vários pontos sensíveis da utilização temerária de dados pessoais pel…;2021-07-13;0;14;;-1
1414940027960926231;DataPrivacyBr;RT @ddoneda: O estudo de Diogo Coutinho para o @DataPrivacyBr toca em vários pontos sensíveis da utilização temerária de dados pessoais pel…;2021-07-13;0;14;Brasil;-1
1414937824567103490;__oiaC;RT @DataPrivacyBr: A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da Priv…;2021-07-13;0;21;Brazil;-1
1414933820713881612;ddoneda;O estudo de Diogo Coutinho para o @DataPrivacyBr toca em vários pontos sensíveis da utilização temerária de dados p… https://t.co/oKC1XEdqvC;2021-07-13;49;14;Brasil;-1
1414923142510923777;SERPRO;Agora, 100% dos serviços ao cidadão prestados pela Procuradoria-Geral da Fazenda Nacional #PGFN são oferecidos no f… https://t.co/MKIiLLcXXu;2021-07-13;14;4;Brasil;-1
1414909081282830336;luckdf;RT @SERPRO: Aprenda como se prevenir dos golpes aplicados pela internet, como phishing, quando as informações pessoais dos usuários são rou…;2021-07-13;0;5;Brasília-DF;-1
1414901999905148933;eduardo_galv;RT @DataPrivacyBr: A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da Priv…;2021-07-13;0;21;São Paulo, Brasil;-1
1414878433952284672;heloamparo;RT @rafa_zanatta: O Capital Digital também destacou os achados do estudo: https://t.co/WK5JIF4QNf;2021-07-13;0;1;;-1
1414878039226429449;heloamparo;RT @rafa_zanatta: A repercussão midiática já começou. O sempre alerta Convergência Digital analisou nosso estudo: https://t.co/nuhvUeAFec;2021-07-13;0;2;;-1
1414846777086390273;Tuly_Costa;RT @DataPrivacyBr: Além de mostrar como o governo ainda não apresentou justificativas robustas para privatizar o Serpro, Diogo Coutinho exp…;2021-07-13;0;7;Salvador BA;-1
1414846758786670597;Tuly_Costa;"RT @DataPrivacyBr: O documento é uma análise dos riscos da privatização do Serpro (Serviço Federal de Processamento de Dados). 

Spoiler: s…";2021-07-13;0;5;Salvador BA;-1
1414845836018688000;Tuly_Costa;RT @boomartins: O anuncio da inclusão do SERPRO no Plano nacional de privatizações foi um tema que trouxe ainda mais atenção para as ativid…;2021-07-13;0;7;Salvador BA;-1
1414845741030416389;institutobeta;RT @boomartins: O anuncio da inclusão do SERPRO no Plano nacional de privatizações foi um tema que trouxe ainda mais atenção para as ativid…;2021-07-13;0;7;Brasília;-1
1414760158576644105;Cludio24379835;RT @DataPrivacyBr: A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da Priv…;2021-07-13;0;21;Belo Horizonte, Brazil;-1
1414748948028395522;ferraz_antonio;RT @DataPrivacyBr: Além de mostrar como o governo ainda não apresentou justificativas robustas para privatizar o Serpro, Diogo Coutinho exp…;2021-07-13;0;7;;-1
1414748934292058114;ferraz_antonio;"RT @DataPrivacyBr: O documento é uma análise dos riscos da privatização do Serpro (Serviço Federal de Processamento de Dados). 

Spoiler: s…";2021-07-13;0;5;;-1
1414748918068482050;aluap_reality;RT @NeiaMB: Este artigo é de suma importância.Mas a violência psicológica é a pior pq não deixa marcas. Ela mina, distroi, manipula, pressi…;2021-07-13;0;4;Goiás /Mato Grosso, Brasil;-1
1414742158905692161;telesintese;Estudo detalha problemas na privatização do Serpro https://t.co/rgKrvhQGfj;2021-07-13;1;0;Brasil;-1
1414726940238520320;sinuhecruzz;RT @DataPrivacyBr: A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da Priv…;2021-07-12;0;21;;-1
1414723466809458695;Nathanprb;RT @DataPrivacyBr: A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da Priv…;2021-07-12;0;21;;-1
1414723195089956864;DeArdissom;RT @boomartins: O anuncio da inclusão do SERPRO no Plano nacional de privatizações foi um tema que trouxe ainda mais atenção para as ativid…;2021-07-12;0;7;;-1
1414722809234968587;o_lgpd;RT @DataPrivacyBr: A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da Priv…;2021-07-12;0;21;;-1
1414721894843133961;gramscista;Venda do Serpro traz insegurança jurídica e uso indevido de dados https://t.co/szW0EYqpfP;2021-07-12;1;1;Roma, Itália;-1
1414720495644151811;DataSecurity8;Venda do Serpro traz insegurança jurídica e uso indevido de dados https://t.co/pzlLOkOEon;2021-07-12;1;1;;-1
1414717956769079296;JulianaOms;RT @DataPrivacyBr: A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da Priv…;2021-07-12;0;21;;-1
1414705759141695489;SeixasRaul1;"RT @DataPrivacyBr: O documento é uma análise dos riscos da privatização do Serpro (Serviço Federal de Processamento de Dados). 

Spoiler: s…";2021-07-12;0;5;;-1
1414705640308674562;SeixasRaul1;RT @convergencia: Venda do Serpro traz insegurança jurídica e uso indevido de dados https://t.co/k29AdsE35r https://t.co/40KsgmZfy6;2021-07-12;0;2;;-1
1414705090859081728;SeixasRaul1;RT @SobrosaDF: @DataPrivacyBr É importante a sociedade conhecer os riscos da privatização do Serpro e Dataprev, combinado com a falta de ju…;2021-07-12;0;1;;-1
1414705018528313356;SeixasRaul1;RT @DataPrivacyBr: A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da Priv…;2021-07-12;0;21;;-1
1414704365928124427;cheiodeperna;@DataPrivacyBr O Serpro nunca deveria comercialiar os dados dos cidadãos mesmo com consentimento dos mesmos!Os dire… https://t.co/NZ0t2eC8zY;2021-07-12;0;0;;-1
1414700267421962241;germonge;"RT @SalveSeusDados: O trabalho do #Serpro e da #Dataprev é reconhecido em premiações. 

Esses apps concorrem ao prêmio IBEST:

-Carteira de…";2021-07-12;0;7;Fortaleza/Ceará/Brasil;-1
1414699611592302594;MKMjapaboy;@DataPrivacyBr Se as justificativas são as mesmas tanto para o Serpro, quanto para a Dataprev, porque o título da m… https://t.co/FKGR3AygWH;2021-07-12;1;0;Rio de Janeiro;-1
1414699579346411525;44gzl3s;RT @boomartins: O anuncio da inclusão do SERPRO no Plano nacional de privatizações foi um tema que trouxe ainda mais atenção para as ativid…;2021-07-12;0;7;Brasília, Brasil;-1
1414697740416733186;rmsoares81;RT @DataPrivacyBr: A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da Priv…;2021-07-12;0;21;;-1
1414696340450422793;fabioperiandro;RT @DataPrivacyBr: Além de mostrar como o governo ainda não apresentou justificativas robustas para privatizar o Serpro, Diogo Coutinho exp…;2021-07-12;0;7;Salvador, Brasil;-1
1414695084814184450;marina_ss93;RT @DataPrivacyBr: A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da Priv…;2021-07-12;0;21;;-1
1414693763692257289;twandbot;RT @DataPrivacyBr: A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da Priv…;2021-07-12;0;21;Rio de Janeiro, Brasil;-1
1414693597451010051;hjdraper8;RT @DataPrivacyBr: A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da Priv…;2021-07-12;0;21;London, England;-1
1414692892149493760;cdr_br;🆕 Análise do @DataPrivacyBr sobre os riscos de uma eventual privatização do Serviço Federal de Processamento de Dad… https://t.co/9QirzTFDyq;2021-07-12;11;1;Brasil;-1
1414690873191944195;m_b_santos;RT @DataPrivacyBr: A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da Priv…;2021-07-12;0;21;São Paulo/São José dos Campos;-1
1414689822157983748;SobrosaDF;@DataPrivacyBr É importante a sociedade conhecer os riscos da privatização do Serpro e Dataprev, combinado com a fa… https://t.co/CZl6mf3UpU;2021-07-12;1;1;Brasília, Brasil;-1
1414689734178316301;lizsalomao;RT @boomartins: O anuncio da inclusão do SERPRO no Plano nacional de privatizações foi um tema que trouxe ainda mais atenção para as ativid…;2021-07-12;0;7;Brasília, Brasil;-1
1414689584873607174;rafa_zanatta;O Capital Digital também destacou os achados do estudo: https://t.co/WK5JIF4QNf;2021-07-12;1;1;São Paulo, Brasil;-1
1414689377633046528;donairene13;RT @DataPrivacyBr: A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da Priv…;2021-07-12;0;21;Num rancho fundo ;-1
1414689339372621829;Fshockwave;"@CarlosBolsonaro Seu pai que o diga,
Criou até lista de detratores…
Demitiu funcionário da receita por chegar dados… https://t.co/EpmmZlcrJx";2021-07-12;0;0;Brasil;-1
1414689108803391492;rafa_zanatta;A repercussão midiática já começou. O sempre alerta Convergência Digital analisou nosso estudo: https://t.co/nuhvUeAFec;2021-07-12;6;2;São Paulo, Brasil;-1
1414688971372777479;sindppdrs;"RT @SalveSeusDados: O trabalho do #Serpro e da #Dataprev é reconhecido em premiações. 

Esses apps concorrem ao prêmio IBEST:

-Carteira de…";2021-07-12;0;7;Porto Alegre (RS);-1
1414688769840762885;SobrosaDF;"RT @DataPrivacyBr: O documento é uma análise dos riscos da privatização do Serpro (Serviço Federal de Processamento de Dados). 

Spoiler: s…";2021-07-12;0;5;Brasília, Brasil;-1
1414687241780269057;tiago1980;RT @convergencia: Venda do Serpro traz insegurança jurídica e uso indevido de dados https://t.co/k29AdsE35r https://t.co/40KsgmZfy6;2021-07-12;0;2;Belém - Pará;-1
1414687206556540929;SERPRO;"RT @DigitalGovBr: Pescador, tem notícia boa na ponta do anzol 🎣

🚣‍♀️ Você não precisa + se deslocar para cadastro ou regularizar a sua sit…";2021-07-12;0;7;Brasil;-1
1414687014151143427;ferraz_antonio;Data Privacy Brasil questiona o processo de privatização do Serpro – Capital Digital https://t.co/VJv6ISStBk… https://t.co/3cOwdZzgDf;2021-07-12;2;1;;-1
1414685754245197824;GdGkNews;Venda do Serpro traz insegurança jurídica e uso indevido de dados https://t.co/GF9LgmCfD2;2021-07-12;2;1;NYC;-1
1414684502203437056;SalveSeusDados;"O trabalho do #Serpro e da #Dataprev é reconhecido em premiações. 

Esses apps concorrem ao prêmio IBEST:

-Carteir… https://t.co/xSRr44ERcS";2021-07-12;22;7;;-1
1414684246791397380;DataPrivacyBr;RT @boomartins: O anuncio da inclusão do SERPRO no Plano nacional de privatizações foi um tema que trouxe ainda mais atenção para as ativid…;2021-07-12;0;7;Brasil;-1
1414684004289323013;convergencia;Venda do Serpro traz insegurança jurídica e uso indevido de dados https://t.co/k29AdsE35r https://t.co/40KsgmZfy6;2021-07-12;2;2;;-1
1414683493867540482;DataSecurity8;Venda do Serpro traz insegurança jurídica e uso indevido de dados https://t.co/HERfQk7z5Y;2021-07-12;1;1;;-1
1414680514544513028;boomartins;O anuncio da inclusão do SERPRO no Plano nacional de privatizações foi um tema que trouxe ainda mais atenção para a… https://t.co/t4ANnOljMF;2021-07-12;29;7;All places are virtual places;-1
1414677585267671046;capitaldigital;Data Privacy Brasil questiona o processo de privatização do Serpro – Capital Digital https://t.co/izsXXKHXzk;2021-07-12;5;1;Brasília- Brasil;-1
1414672669073682443;gusstavoluz;RT @DataPrivacyBr: A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da Priv…;2021-07-12;0;21;"praia grande/sp; são paulo/sp";-1
1414667308904165382;pilgerowski;RT @sindppdrs: 📽️O @serpro e a @dataprev, empresas públicas federais de TI, gerenciam e guardam dados do governo e da população com muito c…;2021-07-12;0;14;Porto Alegre;-1
1414659998127468547;seimaisdenada_;RT @NeiaMB: Este artigo é de suma importância.Mas a violência psicológica é a pior pq não deixa marcas. Ela mina, distroi, manipula, pressi…;2021-07-12;0;4;;-1
1414658260028862465;fdcveras;"RT @fdcveras: @MinCidadania @justicafederal RN @DPUnacional Mossoró @dataprev @SERPRO @Caixa @DamaresAlves 
Assunto: Aux emergencial - a Da…";2021-07-12;0;4;Brasil RN mossoró;-1
1414654647785168904;evferreira_;Primeiro q macho q agride mulher nem deveria tá solto. Denunciem esses escrotos e explanem msm. Não tenham medo! Vc… https://t.co/OMhnVzjD6W;2021-07-12;0;0;PE/NY;-1
1414652347012329481;NeiaMB;Este artigo é de suma importância.Mas a violência psicológica é a pior pq não deixa marcas. Ela mina, distroi, mani… https://t.co/gyq1caFTXY;2021-07-12;11;4;;-1
1414648495584301062;lucasmourao_;A possível privatização tanto do Serpro quanto do Dataprev trazem riscos muito sérios ao Brasil. Toda a comunidade… https://t.co/QXilwuUtWo;2021-07-12;4;1;Rio de Janeiro;-1
1414647306750660608;DataPrivacyBr;Além de mostrar como o governo ainda não apresentou justificativas robustas para privatizar o Serpro, Diogo Coutinh… https://t.co/BmkPKTrCTh;2021-07-12;22;7;Brasil;-1
1414647304754184194;DataPrivacyBr;"O documento é uma análise dos riscos da privatização do Serpro (Serviço Federal de Processamento de Dados). 

Spoil… https://t.co/v4M4oryqdK";2021-07-12;15;5;Brasil;-1
1414647302103388165;DataPrivacyBr;A Associação Data Privacy Brasil de Pesquisa lançou hoje o texto de discussão “Desafios Jurídicos e Regulatórios da… https://t.co/K1ndPoCZoW;2021-07-12;51;21;Brasil;-1
1414631059803750408;SERPRO;Mais de 800 mil estabelecimentos registrados na Junta Comercial do Pará poderão acessar o conteúdo da LGPD Educacio… https://t.co/ewIGt9u1I8;2021-07-12;11;1;Brasil;-1
1414630113895911431;asgianini;RT @SERPRO: Aprenda como se prevenir dos golpes aplicados pela internet, como phishing, quando as informações pessoais dos usuários são rou…;2021-07-12;0;5;Rio de Janeiro, Brasil;-1
1414603898111856650;CardosodeVeras;"RT @fdcveras: @MinCidadania @justicafederal RN @DPUnacional Mossoró @dataprev @SERPRO @Caixa @DamaresAlves 
Assunto: Aux emergencial - a Da…";2021-07-12;0;4;Mossoró-RN, Brasil;-1
1414603687696142338;cardosveras2016;"RT @fdcveras: @MinCidadania @justicafederal RN @DPUnacional Mossoró @dataprev @SERPRO @Caixa @DamaresAlves 
Assunto: Aux emergencial - a Da…";2021-07-12;0;4;Mossoró, RN - Brasil;-1
1414603509496954883;ZEimpunidadeRO;"RT @fdcveras: @MinCidadania @justicafederal RN @DPUnacional Mossoró @dataprev @SERPRO @Caixa @DamaresAlves 
Assunto: Aux emergencial - a Da…";2021-07-12;0;4;Mossoró, Brasil;-1
1414582293323296769;R0B0organico;@SERPRO c ta de brincadeira vcs tem parceria com a huawei e vem falar agora sobre seguranca na internet acha mesmo… https://t.co/J5myoLDDrv;2021-07-12;0;0;;-1
1414575760556314624;dataprev;RT @casacivilbr: #GovernoDigital 📲👨‍👩‍👧‍👦 | As milhares de soluções disponíveis digitalmente têm facilitado a vida dos brasileiros. São div…;2021-07-12;0;22;Brasil;-1
1414574838409203712;SERPRO;Aprenda como se prevenir dos golpes aplicados pela internet, como phishing, quando as informações pessoais dos usuá… https://t.co/msfsA5WBJm;2021-07-12;12;5;Brasil;-1
1414572488508465152;fdcveras;"@MinCidadania @justicafederal RN @DPUnacional Mossoró @dataprev @SERPRO @Caixa @DamaresAlves 
Assunto: Aux emergenc… https://t.co/aEXCDCZnib";2021-07-12;4;4;Brasil RN mossoró;-1
1414517170583871492;fabinhodts;RT @casacivilbr: #GovernoDigital 📲👨‍👩‍👧‍👦 | As milhares de soluções disponíveis digitalmente têm facilitado a vida dos brasileiros. São div…;2021-07-12;0;22;;-1
1414436201428307972;julietjs;RT @casacivilbr: #GovernoDigital 📲👨‍👩‍👧‍👦 | As milhares de soluções disponíveis digitalmente têm facilitado a vida dos brasileiros. São div…;2021-07-12;0;22;;-1
1414412266418671620;Lilian_Luz_;RT @casacivilbr: #GovernoDigital 📲👨‍👩‍👧‍👦 | As milhares de soluções disponíveis digitalmente têm facilitado a vida dos brasileiros. São div…;2021-07-12;0;22;;-1
1414364841188470784;Iaramartinsglo2;RT @casacivilbr: #GovernoDigital 📲👨‍👩‍👧‍👦 | As milhares de soluções disponíveis digitalmente têm facilitado a vida dos brasileiros. São div…;2021-07-11;0;22;;-1
1414359155947839491;RobertoVieira10;RT @casacivilbr: #GovernoDigital 📲👨‍👩‍👧‍👦 | As milhares de soluções disponíveis digitalmente têm facilitado a vida dos brasileiros. São div…;2021-07-11;0;22;Rio de Janeiro, Brasil;-1
1414358765462298625;paulouebel;RT @casacivilbr: #GovernoDigital 📲👨‍👩‍👧‍👦 | As milhares de soluções disponíveis digitalmente têm facilitado a vida dos brasileiros. São div…;2021-07-11;0;22;Brasília, Brasil;-1
1414342272687251458;jadsonhs;RT @casacivilbr: #GovernoDigital 📲👨‍👩‍👧‍👦 | As milhares de soluções disponíveis digitalmente têm facilitado a vida dos brasileiros. São div…;2021-07-11;0;22;Espírito Santo, Brasil;-1
1414339913147879433;Natanyel_vasco;RT @casacivilbr: #GovernoDigital 📲👨‍👩‍👧‍👦 | As milhares de soluções disponíveis digitalmente têm facilitado a vida dos brasileiros. São div…;2021-07-11;0;22;Brasil;-1
1414336155743571969;Rblanco_03;"RT @viniciussexto: Ainda em maio, o governo lança um portal para acompanhar vacinação
https://t.co/OOKmb1ykZQ";2021-07-11;0;129;Brasília, Brasil;-1
1414334810366091270;denise47613384;"RT @viniciussexto: Ainda em maio, o governo lança um portal para acompanhar vacinação
https://t.co/OOKmb1ykZQ";2021-07-11;0;129;São Paulo, Brasil;-1
1414316532419735559;PorGabrielle;@casacivilbr @DigitalGovBr @SERPRO Se voce está lendo isso peço que ajude uma mãe desesperada que sobrevive com 150… https://t.co/IpENyWVGmG;2021-07-11;0;0;;-1
1414313840632909825;JoseReldah;RT @casacivilbr: #GovernoDigital 📲👨‍👩‍👧‍👦 | As milhares de soluções disponíveis digitalmente têm facilitado a vida dos brasileiros. São div…;2021-07-11;0;22;Rio de Janeiro;-1
1414293990107750412;dino_1960;RT @sindppdrs: 📽️O @serpro e a @dataprev, empresas públicas federais de TI, gerenciam e guardam dados do governo e da população com muito c…;2021-07-11;0;14;;-1
1414262777242337284;Robotizada1;@direitaop @slan19467036 @_l3itad4s_l03n O SERPRO pra Huawei, o dólar fraco...;2021-07-11;1;0;Brasília, Brasil;-1
1414251809275842564;luisfsmonteiro;RT @casacivilbr: #GovernoDigital 📲👨‍👩‍👧‍👦 | As milhares de soluções disponíveis digitalmente têm facilitado a vida dos brasileiros. São div…;2021-07-11;0;22;Brasil;-1
1414235035566231556;ArizonaBth;RT @casacivilbr: #GovernoDigital 📲👨‍👩‍👧‍👦 | As milhares de soluções disponíveis digitalmente têm facilitado a vida dos brasileiros. São div…;2021-07-11;0;22;;-1
1414231321342271492;amarcpo;RT @SalveSeusDados: O #Serpro foi criado em 1964 para desenvolver, prover, integrar, comercializar e licenciar soluções em Tecnologia da In…;2021-07-11;0;12;;-1
1414230590669393922;amarcpo;RT @SalveSeusDados: Após contratar empresas privadas que não realizaram o serviço correto, DNIT, INSS e SUFRAMA tiveram que pedir socorro p…;2021-07-11;0;16;;-1
